input_image,output,flag,username,timestamp
"{""path"":""flagged\\input_image\\24e4110d8cd33736c4d9\\Editted 2.jpg"",""url"":""http://127.0.0.1:7861/file=C:\\Users\\anmol\\AppData\\Local\\Temp\\gradio\\7635bdc9d6ebcbb2a40e748977f4fd48f48f3b54\\Editted 2.jpg"",""size"":102258,""orig_name"":""Editted 2.jpg"",""mime_type"":""""}","{""path"":""flagged\\output\\050a754893bb5d433759\\image.png"",""url"":null,""size"":null,""orig_name"":""image.png"",""mime_type"":null}",,,2024-02-01 15:33:07.592090
